PlotID	Latitude	Longitude	Ownership	Altitude	Slope	Exposition	Rocks.and.boulder.cover	Bedrock.type	Calcareous.bedrock	Sand	Silt	Clay	Soil.drainage	Soil.depth	Soil.type	Stand.origin	Current.management	Forest.structure	Age.distribution	Age.canopy.trees	RestrictedSpeciesRichness	SpeciesRichness_Focals	ShannonIndex_Focals	TrueShannonIndex_Focals	SimpsonsIndex_Focals	TrueSimpsonsIndex_Focals	PielousIndex_Focals	SpeciesRichness_All	ShannonIndex_All	TrueShannonIndex_All	SimpsonsIndex_All	TrueSimpsonsIndex_All	PielousIndex_All	SpeciesRichness_NonFocals	evergreen	coniferous	Country	Composition	Annual.Mean.T	Annual.Precip	timber_quality	productivity	biomass	regeneration_juveniles	regeneration_seedlings	wood_decomposition	litter_decomposition_all	microbial_biomass	pHFF	pH0.10cm	total_soil_C	total_soil_N	X13CD	X13CW	WUE_average	lack_insect_impact_plot	lack_browsing	no_pathogen_damage	root_biomass	bird_richness	bird_diversity	bat_richness	bat_diversity	earthworm_richness	earthworm_biomass	understorey_subplot_richness	understorey_subplot_diversity	understorey_plot_richness	understorey_plot_diversity	threshold_1	threshold_2	threshold_3	threshold_4	threshold_5	threshold_6	threshold_7	threshold_8	threshold_9	threshold_10	threshold_11	threshold_12	threshold_13	threshold_14	threshold_15	threshold_16	threshold_17	threshold_18	threshold_19	threshold_20	threshold_21	threshold_22	threshold_23	threshold_24	threshold_25	threshold_26	threshold_27	threshold_28	threshold_29	threshold_30	threshold_31	threshold_32	threshold_33	threshold_34	threshold_35	threshold_36	threshold_37	threshold_38	threshold_39	threshold_40	threshold_41	threshold_42	threshold_43	threshold_44	threshold_45	threshold_46	threshold_47	threshold_48	threshold_49	threshold_50	threshold_51	threshold_52	threshold_53	threshold_54	threshold_55	threshold_56	threshold_57	threshold_58	threshold_59	threshold_60	threshold_61	threshold_62	threshold_63	threshold_64	threshold_65	threshold_66	threshold_67	threshold_68	threshold_69	threshold_70	threshold_71	threshold_72	threshold_73	threshold_74	threshold_75	threshold_76	threshold_77	threshold_78	threshold_79	threshold_80	threshold_81	threshold_82	threshold_83	threshold_84	threshold_85	threshold_86	threshold_87	threshold_88	threshold_89	threshold_90	threshold_91	threshold_92	threshold_93	threshold_94	threshold_95	threshold_96	threshold_97	threshold_98	threshold_99
ROM23	47.2883972	26.0612732	state	894	2	SW	0	sandstone	No	2	2	1	1	80	Eutric_cambisol	group_cutting	minimal	single	uneven	NA	1	2	0	1	0.864366449	1.156916724	NA	2	0	1	0.864366449	1.156916724	NA	0	1	1	Romania	Abal	5.6	688	1.1	5.416127489	237.2536089	49	1	10.29228005	NA	3856.104407	4.87	4.64	58.44616862	4.157543594	-26.12756885	-26.20617679	-26.12756885	-0.26058464	100	1	26.70757156	10	2.059229379	1	1.00E-10	4	5.55	9.333333333	1.017919878	14	1.139522242	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	14.93333333	14.93333333	14.93333333	13.86666667	13.86666667	13.86666667	13.86666667	13.86666667	13.86666667	13.86666667	13.86666667	13.86666667	13.86666667	13.86666667	13.86666667	13.86666667	12.8	12.8	12.8	12.8	12.8	12.8	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	9.6	9.6	9.6	9.6	9.6	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	7.466666667	7.466666667	7.466666667	7.466666667	6.4	6.4	6.4	6.4	6.4	6.4	6.4	6.4	5.333333333	5.333333333	5.333333333	5.333333333	5.333333333	5.333333333	5.333333333	5.333333333	4.266666667	4.266666667	4.266666667	4.266666667	4.266666667	4.266666667	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2
ROM24	47.2868918	26.0637774	state	919	2	NW	0	sandstone	No	1	2	2	1	80	Eutric_cambisol	group_cutting	minimal	single	uneven	NA	2	2	0.643822235	1.903743547	0.548508465	1.823125919	0.928839146	2	0.643822235	1.903743547	0.548508465	1.823125919	0.928839146	0	0.344262295	0.344262295	Romania	Abal.Fasy	5.6	688	0.967213115	4.052444474	214.3402624	25	19	7.464969038	NA	4630.966705	4.75	4.78	63.73057032	4.614088637	-26.06228268	-26.59147147	-26.06228268	-1.109331901	100	1	14.98811398	14	2.443305671	3	1.67E-182	0	0	14	1.778684298	19	1.943858014	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	13.86666667	13.86666667	13.86666667	13.86666667	13.86666667	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	11.73333333	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	9.6	9.6	9.6	9.6	8.533333333	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	6.4	6.4	5.333333333	5.333333333	5.333333333	4.266666667	4.266666667	4.266666667	4.266666667	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	2.133333333	2.133333333	2.133333333	2.133333333
ROM25	47.2813307	26.046522	state	1030	2	NE	0	sandstone	No	2	1	3	1	70	Eutric_cambisol	group_cutting	minimal	multiple	uneven	NA	3	4	1.030455168	2.802341079	0.303948577	3.290030211	0.937960715	4	1.030455168	2.802341079	0.303948577	3.290030211	0.937960715	0	0.172413793	0.172413793	Romania	Abal.Acps.Fasy	4.6	742	0.8	2.577819617	180.686539	5	1	12.99039424	21.10543749	4114.147058	4.77	4.57	51.47253051	3.867161492	-26.3608475	-26.8501745	-26.3608475	-1.138542271	96.66666667	0.961111111	21.71295065	7	1.673118363	1	5.96E-213	1	1.31	8.666666667	1.58750822	12	1.477860782	16	16	16	16	16	16	16	16	16	16	16	16	15	15	15	15	14	14	14	13	13	13	13	13	13	13	13	13	13	13	13	13	12	12	12	11	11	11	11	11	11	11	9	8	8	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	4	4	4	4	4	4	4	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0
ROM26	47.2876033	26.0532604	state	782	2	NE	0	sandstone	No	2	2	1	1	80	Eutric_cambisol	group_cutting	minimal	single	uneven	NA	1	3	0	1	0.7421875	1.347368421	NA	4	0	1	0.712619742	1.40327294	NA	1	0	0	Romania	Fasy	5.9	671	0.755555556	3.24886504	186.2458283	30	1	14.63929848	12.2926323	2868.819662	4.78	4.28	64.24179546	4.219172916	-26.64589829	-27.31320046	-26.64589829	-2.561601962	98.8372093	0.997222222	16.83948033	9	2.022808529	3	3.50E-12	0	0	9.333333333	1.623375022	15	2.02043088	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	13	13	13	12	12	12	11	11	11	11	11	11	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	8	8	8	8	8	8	8	8	7	5	5	5	5	5	5	5	5	4	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
ROM27	47.2915967	26.0528536	state	738	2	NE	0	marl	No	1	2	2	2	80	Eutric_cambisol	group_cutting	minimal	single	uneven	NA	2	4	0.572280699	1.772304538	0.369806094	2.70411985	0.825626526	4	0.572280699	1.772304538	0.369806094	2.70411985	0.825626526	0	0.259259259	0.259259259	Romania	Acps.Piab	6.3	652	0.777777778	1.847317129	111.4025313	3	0	21.36584865	34.3544058	4145.346092	4.65	3.91	98.46716746	6.717287459	-26.59503505	-26.58528008	-26.59503505	-1.023846422	80.95238095	0.95	45.46487051	8	2.043191871	2	2.58E-09	1	0.48	9	1.152443667	13	1.429248853	16	16	16	16	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	13	13	13	13	13	12	12	12	11	11	11	11	11	11	11	11	11	10	10	10	10	10	10	10	10	10	9	9	9	8	8	8	8	8	7	7	7	6	6	5	5	4	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0
ROM28	47.3001856	26.0611883	state	655	1	NA	40	sandstone	No	3	2	1	1	70	Eutric_cambisol	group_cutting	minimal	single	even	110	2	3	0.690923309	1.995557199	0.423324151	2.362255965	0.996791632	5	0.690923309	1.995557199	0.377959184	2.645788337	0.996791632	2	0.533333333	0.533333333	Romania	Abal.Fasy	6.5	643	0.942857143	3.910277943	143.2224011	67	12	10.55510061	24.01443987	5579.652264	5.03	5.58	82.10572106	4.980523943	-26.72940461	-27.40327365	-26.72940461	-1.282334534	100	1	29.51235209	9	2.061112833	4	8.52E-24	1	0.02	22.66666667	1.568873617	37	1.836599449	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	13	13	13	13	13	13	13	12	12	11	11	11	10	10	10	10	10	10	10	10	10	9	9	9	9	9	9	9	9	9	9	9	9	8	8	6	6	5	5	5	5	5	5	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2
ROM29	47.283333	26.066667	state	893	2	SW	0	sandstone	No	2	2	1	2	80	Eutric_cambisol	group_cutting	minimal	multiple	uneven	700	4	4	1.222853511	3.396866914	0.327586207	3.052631579	0.882102348	4	1.222853511	3.396866914	0.320310256	3.121973094	0.882102348	0	0.224137931	0.224137931	Romania	Abal.Acps.Fasy.Piab	5.2	708	NA	3.308945992	198.8943957	56	1	8.901466854	30.9017544	3224.8994	4.63	4.44	88.55879602	6.25966877	NA	NA	NA	-1.104407944	NA	0.954166667	23.20422802	12	2.299612816	4	1.29E-170	4	9.037	21	1.166819712	33	1.443797912	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	14.76923077	14.76923077	14.76923077	14.76923077	13.53846154	13.53846154	13.53846154	13.53846154	13.53846154	13.53846154	13.53846154	13.53846154	13.53846154	13.53846154	13.53846154	13.53846154	13.53846154	12.30769231	11.07692308	11.07692308	11.07692308	11.07692308	11.07692308	9.846153846	9.846153846	9.846153846	9.846153846	9.846153846	8.615384615	8.615384615	8.615384615	8.615384615	7.384615385	7.384615385	6.153846154	6.153846154	6.153846154	6.153846154	6.153846154	6.153846154	6.153846154	6.153846154	6.153846154	6.153846154	6.153846154	6.153846154	6.153846154	6.153846154	4.923076923	3.692307692	3.692307692	3.692307692	3.692307692	3.692307692	2.461538462	2.461538462	2.461538462	1.230769231	1.230769231	1.230769231	1.230769231	1.230769231	1.230769231	1.230769231	0	0	0	0
SPA01	40.65918475	-2.270218954	public	1224	2	NE	5	"limestone,_dolomstone,_marlstone"	Yes	1	1	3	3	20	Calcic_cambisol	selective_cutting	minimal	multiple	uneven	NA	2	3	0.405302647	1.499756327	0.745027435	1.342232451	0.584728118	6	0.405302647	1.499756327	0.43181082	2.315828957	0.584728118	3	0.140186916	0.140186916	Spain	Pisy.Qufa	9.7	545	0.270588235	0.925096276	57.70244335	11.11111111	1.333333333	14.47335504	26.49537468	8561.799902	5.64	6.65	84.42683073	4.723326952	-25.6801424	-26.18384477	-25.6801424	-1.432374948	96.2	1	43.01920759	20	2.867055139	4	9.17E-50	1	0.028	25.33333333	2.258166427	43	2.793492059	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	13	12	12	12	12	12	12	12	12	12	12	12	11	11	11	11	11	11	11	11	10	9	9	9	9	9	9	8	8	7	7	7	6	6	6	6	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3
SPA02	40.66046021	-2.274233442	public	1238	1	SW	7	"limestone,_dolomstone,_marlstone"	Yes	1	2	3	3	20	Calcic_cambisol	selective_cutting	NA	multiple	uneven	NA	3	4	0.947739223	2.57987055	0.396403092	2.522684664	0.862669418	5	0.947739223	2.57987055	0.342277652	2.921604711	0.862669418	1	0.409090909	0.409090909	Spain	Pini.Pisy.Qufa	9.7	545	0.271604938	0.919008659	24.18880901	4.444444444	1.777777778	9.924307624	18.90499415	1597.22983	5.87	7.16	75.53519616	5.925011266	-24.94771232	-25.91922625	-24.94771232	-1.162077031	86.05	1	2.261435021	15	2.58797638	4	0.25	4	0.686	41	2.836645935	76	3.406435535	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	13	13	13	13	11	11	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	6	6	6	6	6	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1
SPA03	40.66330164	-2.278531408	public	1228	2	SW	1	"limestone,_dolomstone,_marlstone"	Yes	1	2	3	3	20	Calcic_cambisol	selective_cutting	NA	multiple	uneven	NA	2	2	0.682908105	1.97962633	0.510204082	1.96	0.985228136	3	0.682908105	1.97962633	0.439058172	2.277602524	0.985228136	1	0.428571429	0.428571429	Spain	Pini.Qufa	9.7	549	0.277777778	0.322168462	52.30078043	2.666666667	0	22.07500003	30.68614634	6204.232306	6.13	6.79	93.69124971	5.950230329	-24.96008334	-26.11139793	-24.96008334	-1.243344013	78.95	1	12.24825105	12	2.388889715	7	4.65E-41	1	0.401	34	2.619716424	54	3.020404241	16	16	16	16	16	16	16	15	15	15	14	14	14	14	14	13	13	12	12	12	12	12	12	12	12	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	10	10	10	10	10	10	10	10	10	9	9	9	9	9	8	8	8	8	8	8	8	8	8	7	6	6	6	5	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPA04	40.6639185	-2.27621676	public	1286	1	NA	0	"limestone,_dolomstone,_marlstone"	Yes	1	2	3	3	50	Calcic_cambisol	selective_cutting	NA	multiple	uneven	NA	2	2	0.537544412	1.711798227	0.647346939	1.544766709	0.775512658	2	0.537544412	1.711798227	0.647346939	1.544766709	0.775512658	0	0.228571429	0.228571429	Spain	Pisy.Qufa	9.7	549	0.064516129	0.857336429	74.79711774	2.222222222	0	32.57054276	26.29751751	4078.501344	4.78	5.27	45.97199693	2.393388153	-25.00687295	-26.00539533	-25.00687295	-1.043418654	86.96	1	67.69880174	18	2.814359185	4	4.01E-151	8	5.369	24	0.937590172	38	0.997599354	16	16	16	16	16	15	15	15	15	15	15	15	15	14	14	13	13	13	13	13	13	13	13	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	11	11	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	8	8	7	7	7	7	7	7	7	7	6	6	6	6	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	3	3
SPA05	40.66450616	-2.277687348	public	1283	1	NW	0	"limestone,_dolomstone,_marlstone"	Yes	1	2	3	3	70	Calcic_cambisol	selective_cutting	NA	multiple	uneven	NA	2	2	0.182836587	1.200618195	0.914457563	1.093544458	0.263777437	2	0.182836587	1.200618195	0.914457563	1.093544458	0.263777437	0	0.044776119	0.044776119	Spain	Pisy.Qufa	9.7	549	0.083333333	0.696064421	48.79061024	10.22222222	0	27.55813296	28.51541648	6536.757001	5.9	6.68	74.58298751	4.199713797	-25.71752164	-26.15272334	-25.71752164	-0.967607535	100	1	60.62553224	18	2.660791458	3	7.01E-15	6	4.973	28.33333333	1.866300098	48	2.092529292	16	16	16	16	16	16	16	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	13	13	13	13	13	13	13	13	13	13	12	12	12	11	11	11	11	11	11	11	11	10	10	10	10	9	9	9	8	8	8	8	8	8	7	7	7	6	6	6	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	3	3	3	3	2	2	2	2	2	2	2
SPA06	40.66365811	-2.280742957	public	1306	2	NE	35	"limestone,_dolomstone,_marlstone"	Yes	1	2	3	3	30	Calcic_cambisol	selective_cutting	coppicing	multiple	uneven	NA	2	2	0.603637252	1.828758372	0.586805556	1.704142012	0.870864469	2	0.603637252	1.828758372	0.586805556	1.704142012	0.870864469	0	0.291666667	0.291666667	Spain	Pini.Qufa	9.7	549	0.325581395	0.482917959	66.68072693	18.22222222	0	10.56966861	31.60155153	5667.516987	5.67	6.31	84.02670629	3.621132908	-24.95226207	-25.44467129	-24.95226207	-1.308273677	100	1	18.15032341	13	2.437124646	6	1.75E-35	0	0	23.66666667	2.178480483	40	2.717040379	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	13	12	12	12	12	12	11	11	11	11	11	11	11	11	11	11	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	9	8	8	8	8	8	8	8	8	8	6	5	5	5	5	5	5	5	5	5	5	4	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
SPA07	40.66756992	-2.27582088	public	1291	2	NE	20	"limestone,_dolomstone,_marlstone"	Yes	1	2	3	3	30	Calcic_cambisol	selective_cutting	NA	multiple	uneven	NA	2	3	0.548874384	1.731303139	0.420918367	2.375757576	0.791858353	7	0.548874384	1.731303139	0.176223482	5.674612634	0.791858353	4	1	1	Spain	Pini.Pisy	9.7	548	0.111111111	0.41788568	26.21030632	40.44444444	2.666666667	10.80404116	24.21572874	6959.491823	5.3	7.22	84.39052785	3.509835724	-25.02208445	-25.51153722	-25.02208445	-0.682564281	100	1	10.63955168	16	2.490525791	7	1.81E-293	2	0.232	40.66666667	3.197686291	64	3.621921361	16	16	16	16	15	15	15	15	15	15	14	14	13	13	13	13	13	13	13	12	12	12	12	12	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	10	10	10	9	9	9	9	9	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	5	5	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
SPA08	40.66742444	-2.288461666	public	1207	2	SW	2	"limestone,_dolomstone,_marlstone"	Yes	1	2	3	3	20	Calcic_cambisol	selective_cutting	NA	multiple	uneven	NA	2	2	0.328255738	1.38854403	0.81768536	1.222964295	0.473572925	2	0.328255738	1.38854403	0.81768536	1.222964295	0.473572925	0	0.101449275	0.101449275	Spain	Pini.Qufa	9.6	553	0.297297297	0.681497012	67.09434874	37.77777778	2.222222222	8.912250405	23.44082415	4911.290429	6.25	7.26	81.88843336	4.258885749	-24.69293206	-25.29237071	-24.69293206	-1.370840624	83.33	1	47.64753572	17	2.699627816	9	2.54E-177	0	0	26.33333333	2.196931578	50	2.527143773	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	12	12	12	11	11	10	10	10	9	8	8	7	7	7	7	7	7	7	7	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	3	3	3	3	2	2	2	2	2	2	2	2	2
SPA09	40.66814851	-2.292657672	public	1211	2	S	0	"limestone,_dolomstone,_marlstone"	Yes	1	2	3	3	20	Calcic_cambisol	selective_cutting	NA	single	uneven	NA	1	1	0	1	1	1	NA	1	0	1	1	1	NA	0	0	0	Spain	Qufa	9.6	553	0.040358744	0.891082632	71.60727926	2.222222222	0.444444444	44.64618022	32.40218155	6267.145033	5.61	7.03	44.72936564	2.973549027	-25.4016533	-25.96951808	-25.4016533	-2.908408462	56.67	1	34.10204305	14	2.567046454	2	5.96E-08	0	0	19.33333333	1.704367754	29	1.987858148	15	15	15	13	13	13	13	13	13	13	13	13	12	12	12	11	11	11	11	11	11	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	8	8	8	8	8	8	8	7	7	7	7	7	7	7	7	7	6	6	5	5	5	5	5	5	4	4	4	4	4	4	4	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
SPA10	40.66707271	-2.292521806	public	1270	2	SE/S	5	"limestone,_dolomstone,_marlstone"	Yes	1	2	3	3	70	Calcic_cambisol	selective_cutting	NA	multiple	uneven	NA	1	1	0	1	1	1	NA	1	0	1	1	1	NA	0	0	0	Spain	Qufa	9.6	553	0.017094017	0.653315952	42.11541314	13.77777778	0	6.826182587	18.03724311	6090.212127	6.33	7.25	61.38016554	4.407698809	-25.26192408	-25.80583645	-25.26192408	-1.71088733	17.86	1	46.57746777	17	2.751102289	6	4.69E-35	2	0.041	27	2.238337898	45	2.575586406	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	12	12	12	12	12	12	12	12	12	12	12	12	11	11	11	11	11	11	11	10	10	10	10	9	9	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	4	4	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1
SPA11	40.66589427	-2.293874762	public	1187	2	SE	2	"limestone,_dolomstone,_marlstone"	Yes	1	2	3	3	20	Calcic_cambisol	selective_cutting	NA	multiple	uneven	NA	1	1	0	1	1	1	NA	1	0	1	1	1	NA	0	0	0	Spain	Qufa	9.9	537	0.077922078	0.455241024	24.69086713	6.222222222	0	12.30425656	22.5853253	1314.384985	6.5	7.32	51.87204233	3.409095546	-25.06405384	-25.76117958	-25.06405384	-1.951471175	92.11	1	35.79120215	16	2.712962173	6	1.11E-110	1	0.013	30.33333333	2.225847554	51	2.594537323	15	15	15	15	15	15	15	14	14	14	14	14	14	14	13	13	13	13	13	12	12	12	12	11	11	11	10	9	9	9	9	9	9	9	9	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	1	1	1	1	1	1
SPA12	40.7659242	-2.32553588	public	1073	2	NE	10	"limestone,_dolomstone,_marlstone"	Yes	1	2	2	2	NA	Calcic_cambisol	selective_cutting	NA	single	even	NA	1	1	0	1	1	1	NA	2	0	1	0.972227733	1.028565599	NA	1	1	1	Spain	Pini	10	526	0.76056338	0.74990084	119.1722666	6.222222222	0.888888889	7.49844458	35.17565144	4162.094044	5.38	7.11	112.7994158	2.853676862	-24.20031073	-24.84346249	-24.20031073	-0.034007223	97.1	1	37.8628626	11	2.311097886	2	1	1	0.098	29.33333333	2.633804224	52	3.366259577	16	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	13	13	13	13	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	11	11	11	10	10	10	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	8	7	7	7	7	7	7	7	7	7	7	6	6	6	5	5	5	5	5	4	4	4	4	4	4	4	4	4	3	2
SPA13	40.77643874	-2.328244363	public	1010	2	W	35	"limestone,_dolomstone,_marlstone"	Yes	1	2	3	3	20	Calcic_cambisol	selective_cutting	NA	multiple	uneven	NA	3	3	1.046383706	2.847335675	0.368480726	2.713846154	0.952459495	4	1.046383706	2.847335675	0.269313635	3.713142857	0.952459495	1	0.523809524	0.214285714	Spain	Pini.Qufa.Quil	10.8	491	0.152777778	0.54273743	30.83890321	5.777777778	0	12.20424488	18.78339455	4010.34732	6.25	7.3	104.4860563	4.445196441	NA	NA	NA	-0.77868366	87.72	0.944444444	11.08226973	14	2.588573163	6	1.46E-47	0	0	28.66666667	2.560938594	45	2.916108303	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	14.93333333	13.86666667	12.8	12.8	12.8	12.8	12.8	12.8	12.8	12.8	12.8	12.8	12.8	11.73333333	11.73333333	10.66666667	10.66666667	10.66666667	10.66666667	9.6	9.6	9.6	9.6	9.6	9.6	9.6	9.6	9.6	9.6	9.6	8.533333333	8.533333333	8.533333333	8.533333333	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	6.4	6.4	6.4	6.4	6.4	6.4	6.4	6.4	4.266666667	4.266666667	4.266666667	4.266666667	3.2	3.2	3.2	3.2	3.2	3.2	2.133333333	2.133333333	2.133333333	1.066666667	1.066666667	1.066666667	1.066666667	1.066666667	1.066666667	1.066666667	0	0	0	0	0
SPA14	40.77777338	-2.329420901	public	999	2	W	15	"limestone,_dolomstone,_marlstone"	Yes	1	2	3	3	20	Calcic_cambisol	selective_cutting	NA	NA	uneven	NA	2	3	0.636514168	1.889881575	0.476066597	2.100546448	0.918295834	4	0.636514168	1.889881575	0.366109964	2.731419785	0.918295834	1	1	0.333333333	Spain	Pini.Quil	10.8	491	0.288888889	0.62467146	28.78348636	6.666666667	0	7.534829959	28.22727476	4183.911443	5.86	7.31	92.17852429	2.971433353	NA	NA	NA	-0.775833579	89.13	0.941666667	12.12659673	17	2.710329743	6	4.50E-139	1	1.323	34.66666667	2.278041291	62	2.519330877	16	16	16	16	16	16	16	16	16	16	16	16	16	16	14.93333333	14.93333333	14.93333333	13.86666667	13.86666667	13.86666667	13.86666667	13.86666667	13.86666667	13.86666667	12.8	12.8	11.73333333	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	10.66666667	9.6	9.6	9.6	9.6	9.6	9.6	9.6	9.6	9.6	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	8.533333333	7.466666667	7.466666667	7.466666667	7.466666667	7.466666667	6.4	6.4	5.333333333	4.266666667	4.266666667	4.266666667	4.266666667	4.266666667	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.2	2.133333333	2.133333333	1.066666667	1.066666667	1.066666667	0	0	0	0	0
SPA15	40.77979254	-2.330305941	public	980	2	W	5	"limestone,_dolomstone,_marlstone"	Yes	1	2	2	2	20	Calcic_cambisol	selective_cutting	NA	NA	uneven	NA	1	2	0	1	0.91322314	1.095022624	NA	3	0	1	0.837429112	1.194130926	NA	1	1	1	Spain	Pini	10.8	491	0.604651163	0.535302343	34.80930903	5.777777778	0.444444444	9.032367388	28.00894457	4357.430296	6.39	7.35	40.27698183	1.772135963	-24.64917506	-25.57026507	-24.64917506	-0.084392121	89.66	1	23.24460864	13	2.51265853	7	0	0	0	33.66666667	2.844595731	54	3.194798735	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	12	12	12	12	12	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	9	9	9	8	8	8	8	8	8	8	8	8	8	8	8	8	7	7	7	7	7	7	7	7	7	6	6	6	5	5	5	5	5	5	5	3	3	2	2	2	2	2	2	2	2	1	1
